Year,Locationabbr,Locationdesc,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,GeoLocation
2015,NY,New York,Obese (bmi 30.0 - 99.8),18-24,Age Group,77,12.7,"(42.827001032, -75.543970427)"
2016,MA,Massachusetts,Overweight (bmi 25.0-29.9),65+,Age Group,947,39.9,"(42.27687047000046, -72.08269067499964)"
2019,AR,Arkansas,Overweight (BMI 25.0-29.9),35-44,Age Group,140,32.0,"(34.74865012400045, -92.27449074299966)"
2018,IN,Indiana,Overweight (BMI 25.0-29.9),55-64,Age Group,527,36.5,"(39.766910452000445, -86.14996019399968)"
2018,IA,Iowa,Obese (BMI 30.0 - 99.8),35-44,Age Group,460,40.6,"(42.46940091300047, -93.81649055599968)"
2015,MO,Missouri,Overweight (bmi 25.0-29.9),25-34,Age Group,201,31.4,"(38.635790776, -92.566300053)"
2017,MS,Mississippi,Overweight (bmi 25.0-29.9),25-34,Age Group,130,33.6,"(32.745510099000455, -89.53803082499968)"
2015,NE,Nebraska,Overweight (bmi 25.0-29.9),55-64,Age Group,1335,37.9,"(41.641040988001, -99.365720623)"
2019,KY,Kentucky,Obese (BMI 30.0 - 99.8),25-34,Age Group,292,37.8,"(37.645970271000465, -84.77497104799966)"
2016,WA,Washington,Obese (bmi 30.0 - 99.8),55-64,Age Group,881,31.4,"(47.52227862900048, -120.47001078999972)"
2016,MD,Maryland,Overweight (bmi 25.0-29.9),35-44,Age Group,608,34.6,"(39.29058096400047, -76.60926011099963)"
2015,MA,Massachusetts,Obese (bmi 30.0 - 99.8),55-64,Age Group,507,29.8,"(42.27687047, -72.082690675)"
2018,MS,Mississippi,Overweight (BMI 25.0-29.9),45-54,Age Group,282,33.9,"(32.745510099000455, -89.53803082499968)"
2016,NV,Nevada,Overweight (bmi 25.0-29.9),45-54,Age Group,254,41.3,"(39.493240390000494, -117.07184056399967)"
2015,RI,Rhode Island,Obese (bmi 30.0 - 99.8),25-34,Age Group,105,24.1,"(41.708280193, -71.522470314)"
2018,NE,Nebraska,Overweight (BMI 25.0-29.9),55-64,Age Group,991,35.0,"(41.6410409880005, -99.36572062299967)"
2015,SD,South Dakota,Obese (bmi 30.0 - 99.8),65+,Age Group,683,26.6,"(44.353130053, -100.373530637)"
2016,NM,New Mexico,Overweight (bmi 25.0-29.9),25-34,Age Group,184,36.1,"(34.52088095200048, -106.24058098499967)"
2015,MN,Minnesota,Overweight (bmi 25.0-29.9),45-54,Age Group,996,38.5,"(46.355648736, -94.794200503)"
2018,IL,Illinois,Obese (BMI 30.0 - 99.8),18-24,Age Group,65,16.8,"(40.48501028300046, -88.99771017799969)"
2015,AZ,Arizona,Obese (bmi 30.0 - 99.8),55-64,Age Group,447,33.4,"(34.86597028, -111.763811277)"
2017,OK,Oklahoma,Overweight (bmi 25.0-29.9),45-54,Age Group,251,33.8,"(35.47203135600046, -97.52107021399968)"
2015,CO,Colorado,Overweight (bmi 25.0-29.9),18-24,Age Group,163,21.3,"(38.843840757, -106.133610921)"
2019,DE,Delaware,Obese (BMI 30.0 - 99.8),18-24,Age Group,45,23.0,"(39.008830667000495, -75.57774116799965)"
2017,LA,Louisiana,Obese (bmi 30.0 - 99.8),25-34,Age Group,197,34.9,"(31.31266064400046, -92.44568007099969)"
2017,AK,Alaska,Overweight (bmi 25.0-29.9),35-44,Age Group,116,27.5,"(64.84507995700051, -147.72205903599973)"
2017,RI,Rhode Island,Overweight (bmi 25.0-29.9),45-54,Age Group,322,35.9,"(41.70828019300046, -71.52247031399963)"
2016,MO,Missouri,Obese (bmi 30.0 - 99.8),65+,Age Group,795,30.0,"(38.635790776000476, -92.56630005299968)"
2016,NY,New York,Obese (bmi 30.0 - 99.8),25-34,Age Group,891,22.4,"(42.82700103200045, -75.54397042699964)"
2018,GU,Guam,Overweight (BMI 25.0-29.9),65+,Age Group,112,32.9,"(13.444304, 144.793731)"
2015,IL,Illinois,Overweight (bmi 25.0-29.9),25-34,Age Group,156,30.5,"(40.485010283, -88.997710178)"
2016,ME,Maine,Overweight (bmi 25.0-29.9),45-54,Age Group,545,35.1,"(45.254228894000505, -68.98503133599962)"
2017,OR,Oregon,Overweight (bmi 25.0-29.9),55-64,Age Group,341,35.2,"(44.56744942400047, -120.15503132599969)"
2016,NJ,New Jersey,Overweight (bmi 25.0-29.9),65+,Age Group,907,38.6,"(40.13057004800049, -74.27369128799967)"
2017,IL,Illinois,Obese (bmi 30.0 - 99.8),18-24,Age Group,50,13.6,"(40.48501028300046, -88.99771017799969)"
2019,ID,Idaho,Overweight (BMI 25.0-29.9),55-64,Age Group,332,38.5,"(43.682630005000476, -114.3637300419997)"
2017,LA,Louisiana,Overweight (bmi 25.0-29.9),35-44,Age Group,205,36.8,"(31.31266064400046, -92.44568007099969)"
2019,PA,Pennsylvania,Overweight (BMI 25.0-29.9),35-44,Age Group,288,36.7,"(40.79373015200048, -77.86070029399963)"
2016,ND,North Dakota,Overweight (bmi 25.0-29.9),55-64,Age Group,518,40.1,"(47.47531977900047, -100.11842104899966)"
2019,OK,Oklahoma,Obese (BMI 30.0 - 99.8),18-24,Age Group,81,26.6,"(35.47203135600046, -97.52107021399968)"
2015,PA,Pennsylvania,Obese (bmi 30.0 - 99.8),25-34,Age Group,152,26.5,"(40.793730152, -77.860700294)"
2015,MD,Maryland,Overweight (bmi 25.0-29.9),18-24,Age Group,89,27.5,"(39.290580964, -76.609260111)"
2017,DE,Delaware,Overweight (bmi 25.0-29.9),18-24,Age Group,56,28.8,"(39.008830667000495, -75.57774116799965)"
2015,CO,Colorado,Obese (bmi 30.0 - 99.8),35-44,Age Group,356,22.5,"(38.843840757, -106.133610921)"
2015,ME,Maine,Obese (bmi 30.0 - 99.8),25-34,Age Group,163,27.2,"(45.254228894001, -68.985031336)"
2017,GU,Guam,Overweight (bmi 25.0-29.9),65+,Age Group,79,35.0,"(13.444304, 144.793731)"
2016,NH,New Hampshire,Obese (bmi 30.0 - 99.8),55-64,Age Group,420,29.1,"(43.65595011300047, -71.50036091999965)"
2018,IA,Iowa,Obese (BMI 30.0 - 99.8),25-34,Age Group,305,34.6,"(42.46940091300047, -93.81649055599968)"
2017,VA,Virginia,Obese (bmi 30.0 - 99.8),25-34,Age Group,251,28.8,"(37.54268067400045, -78.45789046299967)"
2017,WA,Washington,Overweight (bmi 25.0-29.9),25-34,Age Group,424,33.7,"(47.52227862900048, -120.47001078999972)"
2015,GA,Georgia,Obese (bmi 30.0 - 99.8),55-64,Age Group,355,37.9,"(32.839681093, -83.627580346)"
2018,NM,New Mexico,Obese (BMI 30.0 - 99.8),18-24,Age Group,94,25.8,"(34.52088095200048, -106.24058098499967)"
2018,MI,Michigan,Overweight (BMI 25.0-29.9),25-34,Age Group,360,31.7,"(44.6613195430005, -84.71439026999968)"
2015,DC,District of Columbia,Overweight (bmi 25.0-29.9),65+,Age Group,533,32.0,"(38.890371385, -77.031961127)"
2018,NC,North Carolina,Overweight (BMI 25.0-29.9),65+,Age Group,542,40.6,"(35.466220975000454, -79.15925046299964)"
2018,MS,Mississippi,Overweight (BMI 25.0-29.9),25-34,Age Group,162,32.9,"(32.745510099000455, -89.53803082499968)"
2019,WI,Wisconsin,Overweight (BMI 25.0-29.9),25-34,Age Group,132,32.3,"(44.39319117400049, -89.81637074199966)"
2017,WV,West Virginia,Obese (bmi 30.0 - 99.8),25-34,Age Group,156,35.8,"(38.66551020200046, -80.71264013499967)"
2017,HI,Hawaii,Obese (bmi 30.0 - 99.8),25-34,Age Group,222,26.8,"(21.304850435000446, -157.85774940299973)"
2019,AR,Arkansas,Overweight (BMI 25.0-29.9),55-64,Age Group,330,37.4,"(34.74865012400045, -92.27449074299966)"
2018,AZ,Arizona,Obese (BMI 30.0 - 99.8),35-44,Age Group,264,30.4,"(34.865970280000454, -111.76381127699972)"
2017,CT,Connecticut,Overweight (bmi 25.0-29.9),18-24,Age Group,118,27.8,"(41.56266102000046, -72.64984095199964)"
2019,CO,Colorado,Obese (BMI 30.0 - 99.8),55-64,Age Group,460,27.8,"(38.843840757000464, -106.13361092099967)"
2017,UT,Utah,Obese (bmi 30.0 - 99.8),18-24,Age Group,123,13.3,"(39.360700171000474, -111.58713063499971)"
2016,KY,Kentucky,Overweight (bmi 25.0-29.9),55-64,Age Group,738,34.0,"(37.645970271000465, -84.77497104799966)"
2016,FL,Florida,Overweight (bmi 25.0-29.9),45-54,Age Group,1716,38.1,"(28.932040377000476, -81.92896053899966)"
2018,NH,New Hampshire,Obese (BMI 30.0 - 99.8),18-24,Age Group,34,19.4,"(43.65595011300047, -71.50036091999965)"
2018,DE,Delaware,Overweight (BMI 25.0-29.9),35-44,Age Group,160,30.6,"(39.008830667000495, -75.57774116799965)"
2019,AZ,Arizona,Overweight (BMI 25.0-29.9),18-24,Age Group,108,22.7,"(34.865970280000454, -111.76381127699972)"
2015,IN,Indiana,Obese (bmi 30.0 - 99.8),55-64,Age Group,486,36.7,"(39.766910452, -86.149960194)"
2018,OR,Oregon,Obese (BMI 30.0 - 99.8),25-34,Age Group,203,29.5,"(44.56744942400047, -120.15503132599969)"
2017,NC,North Carolina,Overweight (bmi 25.0-29.9),65+,Age Group,502,36.8,"(35.466220975000454, -79.15925046299964)"
2018,MS,Mississippi,Obese (BMI 30.0 - 99.8),25-34,Age Group,228,38.5,"(32.745510099000455, -89.53803082499968)"
2019,PA,Pennsylvania,Obese (BMI 30.0 - 99.8),25-34,Age Group,232,27.7,"(40.79373015200048, -77.86070029399963)"
2019,AR,Arkansas,Overweight (BMI 25.0-29.9),25-34,Age Group,94,31.7,"(34.74865012400045, -92.27449074299966)"
2017,MA,Massachusetts,Overweight (bmi 25.0-29.9),25-34,Age Group,210,28.8,"(42.27687047000046, -72.08269067499964)"
2019,OK,Oklahoma,Obese (BMI 30.0 - 99.8),45-54,Age Group,358,45.3,"(35.47203135600046, -97.52107021399968)"
2015,ND,North Dakota,Overweight (bmi 25.0-29.9),25-34,Age Group,178,35.6,"(47.475319779, -100.118421049)"
2018,NE,Nebraska,Overweight (BMI 25.0-29.9),18-24,Age Group,229,25.3,"(41.6410409880005, -99.36572062299967)"
2019,KY,Kentucky,Obese (BMI 30.0 - 99.8),65+,Age Group,877,32.6,"(37.645970271000465, -84.77497104799966)"
2017,DE,Delaware,Obese (bmi 30.0 - 99.8),65+,Age Group,414,33.9,"(39.008830667000495, -75.57774116799965)"
2016,GU,Guam,Obese (bmi 30.0 - 99.8),65+,Age Group,67,24.3,"(13.444304, 144.793731)"
2016,IL,Illinois,Overweight (bmi 25.0-29.9),45-54,Age Group,251,35.2,"(40.48501028300046, -88.99771017799969)"
2016,NY,New York,Overweight (bmi 25.0-29.9),18-24,Age Group,398,24.0,"(42.82700103200045, -75.54397042699964)"
2019,UT,Utah,Obese (BMI 30.0 - 99.8),55-64,Age Group,623,34.7,"(39.360700171000474, -111.58713063499971)"
2015,DE,Delaware,Overweight (bmi 25.0-29.9),18-24,Age Group,53,27.4,"(39.008830667, -75.577741168)"
2017,NY,New York,Obese (bmi 30.0 - 99.8),18-24,Age Group,101,12.3,"(42.82700103200045, -75.54397042699964)"
2015,WY,Wyoming,Overweight (bmi 25.0-29.9),65+,Age Group,820,39.8,"(43.235541343, -108.109830353)"
2018,CA,California,Obese (BMI 30.0 - 99.8),18-24,Age Group,168,15.2,"(37.63864012300047, -120.99999953799971)"
2017,WY,Wyoming,Obese (bmi 30.0 - 99.8),55-64,Age Group,335,33.4,"(43.23554134300048, -108.10983035299967)"
2016,AL,Alabama,Obese (bmi 30.0 - 99.8),55-64,Age Group,576,40.7,"(32.84057112200048, -86.63186076199969)"
2015,FL,Florida,Obese (bmi 30.0 - 99.8),18-24,Age Group,69,16.5,"(28.932040377, -81.928960539)"
2018,NY,New York,Obese (BMI 30.0 - 99.8),65+,Age Group,3019,27.0,"(42.82700103200045, -75.54397042699964)"
2018,MN,Minnesota,Overweight (BMI 25.0-29.9),65+,Age Group,1855,39.4,"(46.35564873600049, -94.79420050299967)"
2016,WY,Wyoming,Obese (bmi 30.0 - 99.8),25-34,Age Group,69,21.3,"(43.23554134300048, -108.10983035299967)"
2016,OH,Ohio,Overweight (bmi 25.0-29.9),25-34,Age Group,326,34.5,"(40.06021014100048, -82.40426005599966)"
2019,KS,Kansas,Overweight (BMI 25.0-29.9),55-64,Age Group,733,35.5,"(38.34774030000045, -98.20078122699965)"
2015,IA,Iowa,Overweight (bmi 25.0-29.9),45-54,Age Group,299,33.8,"(42.469400913, -93.816490556)"
2016,MA,Massachusetts,Obese (bmi 30.0 - 99.8),25-34,Age Group,167,19.4,"(42.27687047000046, -72.08269067499964)"
2017,MT,Montana,Overweight (bmi 25.0-29.9),65+,Age Group,834,41.5,"(47.06652897200047, -109.42442064499971)"
2019,OR,Oregon,Overweight (BMI 25.0-29.9),35-44,Age Group,296,36.2,"(44.56744942400047, -120.15503132599969)"
2015,MD,Maryland,Overweight (bmi 25.0-29.9),25-34,Age Group,203,35.4,"(39.290580964, -76.609260111)"
2019,PR,Puerto Rico,Obese (BMI 30.0 - 99.8),35-44,Age Group,300,35.5,"(18.220833, -66.590149)"
2017,AR,Arkansas,Overweight (bmi 25.0-29.9),45-54,Age Group,217,36.8,"(34.74865012400045, -92.27449074299966)"
2015,OR,Oregon,Obese (bmi 30.0 - 99.8),18-24,Age Group,50,20.3,"(44.567449424, -120.155031326)"
2017,AZ,Arizona,Overweight (bmi 25.0-29.9),65+,Age Group,2212,39.5,"(34.865970280000454, -111.76381127699972)"
2017,WI,Wisconsin,Overweight (bmi 25.0-29.9),65+,Age Group,750,42.1,"(44.39319117400049, -89.81637074199966)"
2016,HI,Hawaii,Obese (bmi 30.0 - 99.8),18-24,Age Group,74,13.9,"(21.304850435000446, -157.85774940299973)"
2018,FL,Florida,Overweight (BMI 25.0-29.9),25-34,Age Group,441,33.4,"(28.932040377000476, -81.92896053899966)"
2018,PR,Puerto Rico,Obese (BMI 30.0 - 99.8),55-64,Age Group,336,37.9,"(18.220833, -66.590149)"
2018,WV,West Virginia,Overweight (BMI 25.0-29.9),55-64,Age Group,378,35.4,"(38.66551020200046, -80.71264013499967)"
2017,KY,Kentucky,Obese (bmi 30.0 - 99.8),18-24,Age Group,125,20.3,"(37.645970271000465, -84.77497104799966)"
2019,WA,Washington,Obese (BMI 30.0 - 99.8),18-24,Age Group,99,15.4,"(47.52227862900048, -120.47001078999972)"
2019,NE,Nebraska,Overweight (BMI 25.0-29.9),18-24,Age Group,248,27.0,"(41.6410409880005, -99.36572062299967)"
2015,NV,Nevada,Obese (bmi 30.0 - 99.8),55-64,Age Group,168,29.4,"(39.49324039, -117.071840564)"
2015,NM,New Mexico,Obese (bmi 30.0 - 99.8),45-54,Age Group,318,31.0,"(34.520880952, -106.240580985)"
2018,TN,Tennessee,Overweight (BMI 25.0-29.9),35-44,Age Group,179,29.5,"(35.68094058000048, -85.77449091399967)"
2019,TN,Tennessee,Overweight (BMI 25.0-29.9),65+,Age Group,727,38.0,"(35.68094058000048, -85.77449091399967)"
2019,NV,Nevada,Overweight (BMI 25.0-29.9),45-54,Age Group,141,40.0,"(39.493240390000494, -117.07184056399967)"
2017,CA,California,Overweight (bmi 25.0-29.9),65+,Age Group,767,35.8,"(37.63864012300047, -120.99999953799971)"
2018,PR,Puerto Rico,Overweight (BMI 25.0-29.9),18-24,Age Group,72,22.5,"(18.220833, -66.590149)"
2015,MS,Mississippi,Obese (bmi 30.0 - 99.8),25-34,Age Group,157,32.7,"(32.745510099, -89.538030825)"
2015,NY,New York,Overweight (bmi 25.0-29.9),65+,Age Group,1465,39.7,"(42.827001032, -75.543970427)"
2019,MA,Massachusetts,Overweight (BMI 25.0-29.9),55-64,Age Group,544,38.7,"(42.27687047000046, -72.08269067499964)"
2018,CA,California,Overweight (BMI 25.0-29.9),55-64,Age Group,749,38.0,"(37.63864012300047, -120.99999953799971)"
2018,OK,Oklahoma,Obese (BMI 30.0 - 99.8),18-24,Age Group,64,24.2,"(35.47203135600046, -97.52107021399968)"
2015,DC,District of Columbia,Obese (bmi 30.0 - 99.8),55-64,Age Group,218,28.0,"(38.890371385, -77.031961127)"
2016,DC,District of Columbia,Obese (bmi 30.0 - 99.8),18-24,Age Group,24,11.6,"(38.89037138500049, -77.03196112699965)"
2015,NM,New Mexico,Overweight (bmi 25.0-29.9),35-44,Age Group,237,34.2,"(34.520880952, -106.240580985)"
2019,UT,Utah,Overweight (BMI 25.0-29.9),35-44,Age Group,665,34.6,"(39.360700171000474, -111.58713063499971)"
2015,NH,New Hampshire,Overweight (bmi 25.0-29.9),55-64,Age Group,596,38.5,"(43.655950113, -71.50036092)"
2016,WY,Wyoming,Overweight (bmi 25.0-29.9),55-64,Age Group,423,41.1,"(43.23554134300048, -108.10983035299967)"
2017,ID,Idaho,Obese (bmi 30.0 - 99.8),45-54,Age Group,238,36.5,"(43.682630005000476, -114.3637300419997)"
2016,VA,Virginia,Overweight (bmi 25.0-29.9),45-54,Age Group,486,35.6,"(37.54268067400045, -78.45789046299967)"
2019,OK,Oklahoma,Overweight (BMI 25.0-29.9),35-44,Age Group,257,33.7,"(35.47203135600046, -97.52107021399968)"
2015,VA,Virginia,Obese (bmi 30.0 - 99.8),18-24,Age Group,72,16.7,"(37.542680674, -78.457890463)"
2017,WI,Wisconsin,Overweight (bmi 25.0-29.9),18-24,Age Group,95,26.8,"(44.39319117400049, -89.81637074199966)"
2018,CA,California,Obese (BMI 30.0 - 99.8),45-54,Age Group,574,30.6,"(37.63864012300047, -120.99999953799971)"
2019,IA,Iowa,Overweight (BMI 25.0-29.9),18-24,Age Group,173,25.0,"(42.46940091300047, -93.81649055599968)"
2016,OK,Oklahoma,Obese (bmi 30.0 - 99.8),45-54,Age Group,332,36.3,"(35.47203135600046, -97.52107021399968)"
2017,SD,South Dakota,Obese (bmi 30.0 - 99.8),65+,Age Group,768,30.4,"(44.353130053000484, -100.3735306369997)"
2017,GA,Georgia,Obese (bmi 30.0 - 99.8),25-34,Age Group,180,29.1,"(32.83968109300048, -83.62758034599966)"
2016,HI,Hawaii,Overweight (bmi 25.0-29.9),18-24,Age Group,140,34.0,"(21.304850435000446, -157.85774940299973)"
2015,PA,Pennsylvania,Overweight (bmi 25.0-29.9),25-34,Age Group,183,31.2,"(40.793730152, -77.860700294)"
2015,WI,Wisconsin,Obese (bmi 30.0 - 99.8),35-44,Age Group,202,34.3,"(44.393191174, -89.816370742)"
2018,NV,Nevada,Obese (BMI 30.0 - 99.8),65+,Age Group,266,28.0,"(39.493240390000494, -117.07184056399967)"
2016,TN,Tennessee,Overweight (bmi 25.0-29.9),65+,Age Group,742,38.8,"(35.68094058000048, -85.77449091399967)"
2017,PA,Pennsylvania,Obese (bmi 30.0 - 99.8),35-44,Age Group,243,33.0,"(40.79373015200048, -77.86070029399963)"
2019,NE,Nebraska,Obese (BMI 30.0 - 99.8),18-24,Age Group,189,19.6,"(41.6410409880005, -99.36572062299967)"
2018,DE,Delaware,Obese (BMI 30.0 - 99.8),65+,Age Group,559,32.5,"(39.008830667000495, -75.57774116799965)"
2015,GU,Guam,Overweight (bmi 25.0-29.9),35-44,Age Group,121,42.8,"(13.444304, 144.793731)"
2017,NY,New York,Obese (bmi 30.0 - 99.8),25-34,Age Group,283,22.0,"(42.82700103200045, -75.54397042699964)"
2018,DC,District of Columbia,Overweight (BMI 25.0-29.9),18-24,Age Group,41,22.0,"(38.89037138500049, -77.03196112699965)"
2019,IA,Iowa,Overweight (BMI 25.0-29.9),25-34,Age Group,333,34.5,"(42.46940091300047, -93.81649055599968)"
2017,CO,Colorado,Obese (bmi 30.0 - 99.8),55-64,Age Group,516,26.2,"(38.843840757000464, -106.13361092099967)"
2018,NY,New York,Overweight (BMI 25.0-29.9),55-64,Age Group,2543,39.0,"(42.82700103200045, -75.54397042699964)"
2017,TN,Tennessee,Overweight (bmi 25.0-29.9),18-24,Age Group,96,31.8,"(35.68094058000048, -85.77449091399967)"
2015,VA,Virginia,Overweight (bmi 25.0-29.9),35-44,Age Group,360,37.5,"(37.542680674, -78.457890463)"
2015,LA,Louisiana,Overweight (bmi 25.0-29.9),45-54,Age Group,226,34.7,"(31.312660644, -92.445680071)"
2019,WI,Wisconsin,Obese (BMI 30.0 - 99.8),45-54,Age Group,222,39.2,"(44.39319117400049, -89.81637074199966)"
2016,MA,Massachusetts,Obese (bmi 30.0 - 99.8),55-64,Age Group,463,28.6,"(42.27687047000046, -72.08269067499964)"
2019,SD,South Dakota,Overweight (BMI 25.0-29.9),65+,Age Group,961,43.2,"(44.353130053000484, -100.3735306369997)"
2017,LA,Louisiana,Overweight (bmi 25.0-29.9),25-34,Age Group,173,31.8,"(31.31266064400046, -92.44568007099969)"
2017,NY,New York,Overweight (bmi 25.0-29.9),35-44,Age Group,515,36.0,"(42.82700103200045, -75.54397042699964)"
2016,MN,Minnesota,Obese (bmi 30.0 - 99.8),55-64,Age Group,1082,32.7,"(46.35564873600049, -94.79420050299967)"
2017,AR,Arkansas,Obese (bmi 30.0 - 99.8),25-34,Age Group,78,38.8,"(34.74865012400045, -92.27449074299966)"
2016,OR,Oregon,Obese (bmi 30.0 - 99.8),25-34,Age Group,142,25.7,"(44.56744942400047, -120.15503132599969)"
2015,CO,Colorado,Overweight (bmi 25.0-29.9),25-34,Age Group,447,36.8,"(38.843840757, -106.133610921)"
2015,UT,Utah,Obese (bmi 30.0 - 99.8),55-64,Age Group,594,31.1,"(39.360700171, -111.587130635)"
2016,RI,Rhode Island,Obese (bmi 30.0 - 99.8),35-44,Age Group,148,27.1,"(41.70828019300046, -71.52247031399963)"
2015,MN,Minnesota,Overweight (bmi 25.0-29.9),55-64,Age Group,1340,39.3,"(46.355648736, -94.794200503)"
2019,UT,Utah,Obese (BMI 30.0 - 99.8),45-54,Age Group,577,35.1,"(39.360700171000474, -111.58713063499971)"
2019,MN,Minnesota,Obese (BMI 30.0 - 99.8),18-24,Age Group,209,19.5,"(46.35564873600049, -94.79420050299967)"
2017,RI,Rhode Island,Obese (bmi 30.0 - 99.8),25-34,Age Group,133,30.9,"(41.70828019300046, -71.52247031399963)"
2017,SC,South Carolina,Overweight (bmi 25.0-29.9),18-24,Age Group,113,26.7,"(33.998821303000454, -81.04537120699968)"
2017,UT,Utah,Obese (bmi 30.0 - 99.8),65+,Age Group,628,26.8,"(39.360700171000474, -111.58713063499971)"
2019,RI,Rhode Island,Obese (BMI 30.0 - 99.8),35-44,Age Group,171,31.1,"(41.70828019300046, -71.52247031399963)"
2016,VT,Vermont,Overweight (bmi 25.0-29.9),25-34,Age Group,160,32.4,"(43.62538123900049, -72.51764079099962)"
2019,MI,Michigan,Obese (BMI 30.0 - 99.8),55-64,Age Group,803,43.1,"(44.6613195430005, -84.71439026999968)"
2015,MT,Montana,Obese (bmi 30.0 - 99.8),35-44,Age Group,145,25.3,"(47.066528972, -109.424420645)"
2016,KS,Kansas,Overweight (bmi 25.0-29.9),55-64,Age Group,829,35.4,"(38.34774030000045, -98.20078122699965)"
2016,NM,New Mexico,Overweight (bmi 25.0-29.9),35-44,Age Group,226,38.3,"(34.52088095200048, -106.24058098499967)"
2019,NY,New York,Overweight (BMI 25.0-29.9),18-24,Age Group,183,24.8,"(42.82700103200045, -75.54397042699964)"
2016,TN,Tennessee,Obese (bmi 30.0 - 99.8),65+,Age Group,545,28.6,"(35.68094058000048, -85.77449091399967)"
2018,LA,Louisiana,Overweight (BMI 25.0-29.9),25-34,Age Group,194,31.2,"(31.31266064400046, -92.44568007099969)"
2015,TX,Texas,Obese (bmi 30.0 - 99.8),55-64,Age Group,978,36.5,"(31.827240407, -99.426770206)"
2018,WI,Wisconsin,Obese (BMI 30.0 - 99.8),45-54,Age Group,253,33.5,"(44.39319117400049, -89.81637074199966)"
2016,HI,Hawaii,Overweight (bmi 25.0-29.9),35-44,Age Group,289,33.7,"(21.304850435000446, -157.85774940299973)"
2016,KY,Kentucky,Obese (bmi 30.0 - 99.8),35-44,Age Group,439,40.7,"(37.645970271000465, -84.77497104799966)"
2019,GU,Guam,Obese (BMI 30.0 - 99.8),35-44,Age Group,123,39.3,"(13.444304, 144.793731)"
2016,KY,Kentucky,Obese (bmi 30.0 - 99.8),45-54,Age Group,674,39.0,"(37.645970271000465, -84.77497104799966)"
2017,DC,District of Columbia,Overweight (bmi 25.0-29.9),18-24,Age Group,39,22.9,"(38.89037138500049, -77.03196112699965)"
2015,NV,Nevada,Overweight (bmi 25.0-29.9),25-34,Age Group,91,38.9,"(39.49324039, -117.071840564)"
2019,WY,Wyoming,Obese (BMI 30.0 - 99.8),45-54,Age Group,167,37.2,"(43.23554134300048, -108.10983035299967)"
2019,SD,South Dakota,Overweight (BMI 25.0-29.9),55-64,Age Group,470,36.7,"(44.353130053000484, -100.3735306369997)"
2017,NM,New Mexico,Obese (bmi 30.0 - 99.8),18-24,Age Group,63,17.1,"(34.52088095200048, -106.24058098499967)"
2015,RI,Rhode Island,Overweight (bmi 25.0-29.9),55-64,Age Group,504,38.5,"(41.708280193, -71.522470314)"
2018,ME,Maine,Overweight (BMI 25.0-29.9),35-44,Age Group,272,32.1,"(45.254228894000505, -68.98503133599962)"
2017,NE,Nebraska,Overweight (bmi 25.0-29.9),35-44,Age Group,583,37.1,"(41.6410409880005, -99.36572062299967)"
2019,HI,Hawaii,Obese (BMI 30.0 - 99.8),45-54,Age Group,319,29.8,"(21.304850435000446, -157.85774940299973)"
2016,WA,Washington,Obese (bmi 30.0 - 99.8),35-44,Age Group,491,32.2,"(47.52227862900048, -120.47001078999972)"
2017,ID,Idaho,Obese (bmi 30.0 - 99.8),35-44,Age Group,196,31.9,"(43.682630005000476, -114.3637300419997)"
2016,GA,Georgia,Obese (bmi 30.0 - 99.8),25-34,Age Group,117,27.6,"(32.83968109300048, -83.62758034599966)"
2017,WV,West Virginia,Overweight (bmi 25.0-29.9),35-44,Age Group,179,31.9,"(38.66551020200046, -80.71264013499967)"
2015,MD,Maryland,Obese (bmi 30.0 - 99.8),45-54,Age Group,681,35.0,"(39.290580964, -76.609260111)"
2018,DE,Delaware,Overweight (BMI 25.0-29.9),65+,Age Group,647,38.0,"(39.008830667000495, -75.57774116799965)"
2018,MA,Massachusetts,Obese (BMI 30.0 - 99.8),65+,Age Group,496,25.9,"(42.27687047000046, -72.08269067499964)"
2017,UT,Utah,Overweight (bmi 25.0-29.9),55-64,Age Group,613,39.2,"(39.360700171000474, -111.58713063499971)"
2019,WV,West Virginia,Overweight (BMI 25.0-29.9),65+,Age Group,756,37.6,"(38.66551020200046, -80.71264013499967)"
2018,MO,Missouri,Obese (BMI 30.0 - 99.8),45-54,Age Group,308,41.7,"(38.635790776000476, -92.56630005299968)"
2016,DE,Delaware,Overweight (bmi 25.0-29.9),25-34,Age Group,141,38.8,"(39.008830667000495, -75.57774116799965)"
2016,NJ,New Jersey,Overweight (bmi 25.0-29.9),45-54,Age Group,455,41.1,"(40.13057004800049, -74.27369128799967)"
2017,TX,Texas,Overweight (bmi 25.0-29.9),55-64,Age Group,746,37.2,"(31.827240407000488, -99.42677020599967)"
2016,IL,Illinois,Overweight (bmi 25.0-29.9),35-44,Age Group,183,30.7,"(40.48501028300046, -88.99771017799969)"
2018,NH,New Hampshire,Obese (BMI 30.0 - 99.8),65+,Age Group,580,28.3,"(43.65595011300047, -71.50036091999965)"
2017,VA,Virginia,Obese (bmi 30.0 - 99.8),35-44,Age Group,335,31.8,"(37.54268067400045, -78.45789046299967)"
2015,MO,Missouri,Obese (bmi 30.0 - 99.8),55-64,Age Group,553,38.7,"(38.635790776, -92.566300053)"
2015,OK,Oklahoma,Overweight (bmi 25.0-29.9),55-64,Age Group,551,37.0,"(35.472031356, -97.521070214)"
